Country,State lgd code,State,Year,Types of coal,Coal consuming sectors,Coal consumed
India,28,Andhra Pradesh,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,4235.103309
India,29,Karnataka,2019,RAW COAL,PULP & PAPER,34000
India,28,Andhra Pradesh,2014,RAW COAL,POWER (CAPTIVE),1960852.832
India,29,Karnataka,2020,RAW COAL,TEXTILES & RAYONS,68000
India,28,Andhra Pradesh,2014,WASHED COAL,POWER (CAPTIVE),252896.169
India,32,Kerala,2013,RAW COAL,CEMENT,45000
India,28,Andhra Pradesh,2015,RAW COAL,CHEMICAL,60000
India,32,Kerala,2016,RAW COAL,CEMENT,35000
India,28,Andhra Pradesh,2016,RAW COAL,POWER (CAPTIVE),1763000
India,33,Tamil Nadu,2011,LIGNITE,OTHER,54000
India,28,Andhra Pradesh,2017,RAW COAL,OTHER,829000
India,33,Tamil Nadu,2012,LIGNITE,OTHER,37000
India,28,Andhra Pradesh,2017,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),94000
India,33,Tamil Nadu,2013,RAW COAL,CEMENT,189000
India,28,Andhra Pradesh,2018,RAW COAL,CEMENT,252000
India,33,Tamil Nadu,2014,LIGNITE,POWER (UTILITY),24819000
India,28,Andhra Pradesh,2018,RAW COAL,SPONGE IRON,69000
India,33,Tamil Nadu,2014,RAW COAL,SPONGE IRON,1000
India,29,Karnataka,2011,RAW COAL,OTHER,193000
India,33,Tamil Nadu,2016,RAW COAL,OTHER,19000
India,29,Karnataka,2011,RAW COAL,TEXTILES & RAYONS,90000
India,33,Tamil Nadu,2017,LIGNITE,POWER (CAPTIVE),1167000
India,29,Karnataka,2011,WASHED COAL,OTHER,1000
India,33,Tamil Nadu,2017,LIGNITE,PULP & PAPER,42000
India,29,Karnataka,2012,RAW COAL,CHEMICAL,6000
India,33,Tamil Nadu,2017,RAW COAL,POWER (UTILITY),19171000
India,29,Karnataka,2012,RAW COAL,OTHER,504000
India,33,Tamil Nadu,2019,LIGNITE,CEMENT,1212000
India,29,Karnataka,2014,RAW COAL,POWER (UTILITY),8089000
India,33,Tamil Nadu,2020,LIGNITE,OTHER,111000
India,29,Karnataka,2015,RAW COAL,POWER (CAPTIVE),860000
India,33,Tamil Nadu,2020,RAW COAL,POWER (CAPTIVE),18200000
India,29,Karnataka,2016,RAW COAL,TEXTILES & RAYONS,109000
India,36,Telangana,2011,RAW COAL,CEMENT,1781383.44
India,29,Karnataka,2017,RAW COAL,OTHER,34000
India,36,Telangana,2011,RAW COAL,PULP & PAPER,382740.6991
India,29,Karnataka,2018,RAW COAL,POWER (CAPTIVE),1103000
India,36,Telangana,2011,RAW COAL,SPONGE IRON,324282.8833
India,29,Karnataka,2020,RAW COAL,CEMENT,635000
India,36,Telangana,2012,RAW COAL,BRICKS,20144.24732
India,29,Karnataka,2020,RAW COAL,CHEMICAL,3000
India,36,Telangana,2013,RAW COAL,POWER (UTILITY),18884639.39
India,29,Karnataka,2020,RAW COAL,PULP & PAPER,100000
India,36,Telangana,2013,RAW COAL,TEXTILES & RAYONS,6714.749107
India,30,Goa,2013,RAW COAL,POWER (CAPTIVE),12000
India,36,Telangana,2014,RAW COAL,CHEMICAL,82156.93025
India,30,Goa,2015,RAW COAL,POWER (CAPTIVE),5000
India,36,Telangana,2014,RAW COAL,POWER (CAPTIVE),1280147.168
India,32,Kerala,2019,RAW COAL,CEMENT,40000
India,36,Telangana,2018,RAW COAL,OTHER,2550000
India,33,Tamil Nadu,2012,RAW COAL,CEMENT,171000
India,36,Telangana,2018,RAW COAL,POWER (CAPTIVE),1513000
India,33,Tamil Nadu,2012,RAW COAL,POWER (CAPTIVE),693000
India,36,Telangana,2018,RAW COAL,PULP & PAPER,657000
India,33,Tamil Nadu,2012,RAW COAL,SPONGE IRON,4836000
India,36,Telangana,2020,RAW COAL,CHEMICAL,113000
India,33,Tamil Nadu,2013,LIGNITE,OTHER,81000
India,36,Telangana,2020,RAW COAL,SPONGE IRON,74000
India,33,Tamil Nadu,2013,LIGNITE,POWER (UTILITY),24836000
India,37,Ladakh,2015,RAW COAL,OTHER,0
India,33,Tamil Nadu,2013,LIGNITE,STEEL (BOILERS),49000
India,37,Ladakh,2018,RAW COAL,OTHER,740.4914239
India,33,Tamil Nadu,2013,RAW COAL,PULP & PAPER,20000
India,1,Jammu And Kashmir,2011,RAW COAL,OTHER,108000
India,33,Tamil Nadu,2014,WASHED COAL,METALLURGICAL USE- COKERIES,2000
India,1,Jammu And Kashmir,2014,RAW COAL,OTHER,12000
India,33,Tamil Nadu,2015,LIGNITE,POWER (UTILITY),24494000
India,1,Jammu And Kashmir,2015,RAW COAL,PULP & PAPER,9000
India,33,Tamil Nadu,2016,LIGNITE,CEMENT,35000
India,1,Jammu And Kashmir,2016,RAW COAL,CEMENT,31000
India,33,Tamil Nadu,2017,LIGNITE,BRICKS,9000
India,1,Jammu And Kashmir,2020,RAW COAL,OTHER,9810.130404
India,33,Tamil Nadu,2017,LIGNITE,CEMENT,2000
India,2,Himachal Pradesh,2013,RAW COAL,CEMENT,433000
India,33,Tamil Nadu,2018,LIGNITE,OTHER,81000
India,3,Punjab,2012,RAW COAL,FERTILISERS,1070000
India,33,Tamil Nadu,2018,RAW COAL,CEMENT,72000
India,3,Punjab,2015,RAW COAL,OTHER,165000
India,33,Tamil Nadu,2019,LIGNITE,CHEMICAL,4000
India,3,Punjab,2016,RAW COAL,FERTILISERS,373000
India,33,Tamil Nadu,2019,RAW COAL,OTHER,26000
India,3,Punjab,2017,RAW COAL,POWER (CAPTIVE),210000
India,33,Tamil Nadu,2019,RAW COAL,POWER (CAPTIVE),357000
India,3,Punjab,2017,RAW COAL,POWER (UTILITY),12457000
India,33,Tamil Nadu,2019,RAW COAL,PULP & PAPER,12000
India,3,Punjab,2018,RAW COAL,POWER (UTILITY),11753000
India,36,Telangana,2011,RAW COAL,TEXTILES & RAYONS,12244.54249
India,5,Uttarakhand,2015,RAW COAL,POWER (CAPTIVE),302000
India,36,Telangana,2012,RAW COAL,CHEMICAL,85711.79742
India,5,Uttarakhand,2020,RAW COAL,POWER (CAPTIVE),648000
India,36,Telangana,2013,RAW COAL,METALLURGICAL USE- COKERIES,30018.87836
India,6,Haryana,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),35000
India,36,Telangana,2013,RAW COAL,OTHER,1112673.426
India,6,Haryana,2012,WASHED COAL,POWER (UTILITY),557000
India,36,Telangana,2013,RAW COAL,PULP & PAPER,341267.2487
India,6,Haryana,2013,RAW COAL,PULP & PAPER,49000
India,36,Telangana,2016,RAW COAL,CEMENT,1455000
India,6,Haryana,2013,WASHED COAL,POWER (UTILITY),83000
India,36,Telangana,2017,RAW COAL,POWER (CAPTIVE),1062000
India,6,Haryana,2017,RAW COAL,POWER (UTILITY),11279000
India,36,Telangana,2017,RAW COAL,POWER (UTILITY),27993000
India,6,Haryana,2018,RAW COAL,OTHER,12000
India,36,Telangana,2018,RAW COAL,CHEMICAL,123000
India,6,Haryana,2020,RAW COAL,OTHER,1000
India,36,Telangana,2018,RAW COAL,SPONGE IRON,198000
India,7,Delhi,2014,MIDDLINGS,POWER (UTILITY),23000
India,36,Telangana,2020,RAW COAL,CEMENT,1246000
India,7,Delhi,2014,RAW COAL,OTHER,113000
India,37,Ladakh,2011,RAW COAL,OTHER,0
India,7,Delhi,2014,RAW COAL,POWER (UTILITY),4279000
India,37,Ladakh,2012,RAW COAL,CEMENT,0
India,7,Delhi,2016,RAW COAL,CEMENT,30000
India,1,Jammu And Kashmir,2014,RAW COAL,BRICKS,11000
India,7,Delhi,2017,RAW COAL,POWER (UTILITY),8000
India,1,Jammu And Kashmir,2014,RAW COAL,TEXTILES & RAYONS,1000
India,8,Rajasthan,2011,RAW COAL,CHEMICAL,14000
India,1,Jammu And Kashmir,2016,RAW COAL,TEXTILES & RAYONS,1000
India,8,Rajasthan,2011,RAW COAL,POWER (CAPTIVE),1892000
India,1,Jammu And Kashmir,2017,RAW COAL,BRICKS,7848.104323
India,8,Rajasthan,2012,LIGNITE,STEEL (BOILERS),1000
India,2,Himachal Pradesh,2011,RAW COAL,CEMENT,541000
India,8,Rajasthan,2013,WASHED COAL,POWER (UTILITY),407000
India,3,Punjab,2011,RAW COAL,POWER (CAPTIVE),260000
India,8,Rajasthan,2014,LIGNITE,PULP & PAPER,4000
India,3,Punjab,2011,RAW COAL,POWER (UTILITY),12545000
India,8,Rajasthan,2015,WASHED COAL,POWER (CAPTIVE),2983000
India,3,Punjab,2012,RAW COAL,OTHER,370000
India,8,Rajasthan,2017,RAW COAL,POWER (CAPTIVE),471000
India,3,Punjab,2012,RAW COAL,POWER (UTILITY),12632000
India,8,Rajasthan,2017,RAW COAL,POWER (UTILITY),9593000
India,3,Punjab,2014,RAW COAL,POWER (CAPTIVE),6223000
India,8,Rajasthan,2017,WASHED COAL,POWER (CAPTIVE),7342000
India,3,Punjab,2016,RAW COAL,OTHER,35000
India,8,Rajasthan,2018,LIGNITE,CHEMICAL,1000
India,3,Punjab,2017,RAW COAL,OTHER,28000
India,8,Rajasthan,2019,RAW COAL,CEMENT,165000
India,3,Punjab,2019,RAW COAL,POWER (CAPTIVE),51000
India,9,Uttar Pradesh,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),249000
India,3,Punjab,2019,RAW COAL,POWER (UTILITY),16710000
India,9,Uttar Pradesh,2011,RAW COAL,POWER (UTILITY),41286000
India,5,Uttarakhand,2014,RAW COAL,POWER (CAPTIVE),362000
India,9,Uttar Pradesh,2012,MIDDLINGS,POWER (UTILITY),113000
India,6,Haryana,2011,RAW COAL,CHEMICAL,1000
India,9,Uttar Pradesh,2012,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),240000
India,6,Haryana,2012,RAW COAL,FERTILISERS,660000
India,9,Uttar Pradesh,2012,RAW COAL,PULP & PAPER,4000
India,6,Haryana,2012,RAW COAL,POWER (CAPTIVE),41000
India,9,Uttar Pradesh,2013,RAW COAL,OTHER,2963000
India,6,Haryana,2015,WASHED COAL,POWER (UTILITY),39000
India,9,Uttar Pradesh,2014,RAW COAL,METALLURGICAL USE- COKERIES,32000
India,6,Haryana,2017,RAW COAL,FERTILISERS,410000
India,9,Uttar Pradesh,2014,RAW COAL,OTHER,2415000
India,6,Haryana,2018,WASHED COAL,POWER (UTILITY),412000
India,9,Uttar Pradesh,2015,RAW COAL,CEMENT,131000
India,6,Haryana,2019,MIDDLINGS,POWER (UTILITY),8000
India,9,Uttar Pradesh,2015,RAW COAL,SPONGE IRON,104000
India,6,Haryana,2019,WASHED COAL,POWER (UTILITY),516000
India,9,Uttar Pradesh,2016,RAW COAL,OTHER,4878000
India,7,Delhi,2013,MIDDLINGS,POWER (UTILITY),4000
India,9,Uttar Pradesh,2016,RAW COAL,POWER (UTILITY),61865000
India,7,Delhi,2013,RAW COAL,CEMENT,15000
India,9,Uttar Pradesh,2017,RAW COAL,METALLURGICAL USE- COKERIES,226000
India,7,Delhi,2013,RAW COAL,TEXTILES & RAYONS,2000
India,9,Uttar Pradesh,2018,MIDDLINGS,POWER (UTILITY),351000
India,7,Delhi,2015,RAW COAL,OTHER,83000
India,9,Uttar Pradesh,2018,RAW COAL,CEMENT,1000
India,7,Delhi,2015,RAW COAL,POWER (CAPTIVE),39000
India,9,Uttar Pradesh,2018,RAW COAL,OTHER,6096000
India,7,Delhi,2016,MIDDLINGS,POWER (UTILITY),8000
India,9,Uttar Pradesh,2019,MIDDLINGS,POWER (UTILITY),241000
India,7,Delhi,2016,RAW COAL,POWER (CAPTIVE),64000
India,9,Uttar Pradesh,2019,WASHED COAL,POWER (UTILITY),4440000
India,8,Rajasthan,2011,LIGNITE,CEMENT,11000
India,9,Uttar Pradesh,2020,WASHED COAL,POWER (CAPTIVE),3523000
India,8,Rajasthan,2011,WASHED COAL,POWER (UTILITY),1725000
India,10,Bihar,2011,RAW COAL,CEMENT,49000
India,8,Rajasthan,2012,LIGNITE,BRICKS,53000
India,10,Bihar,2012,RAW COAL,CEMENT,4000
India,8,Rajasthan,2012,LIGNITE,CHEMICAL,38000
India,10,Bihar,2013,RAW COAL,OTHER,741000
India,8,Rajasthan,2012,LIGNITE,TEXTILES & RAYONS,132000
India,10,Bihar,2014,RAW COAL,METALLURGICAL USE- COKERIES,11000
India,8,Rajasthan,2012,RAW COAL,POWER (UTILITY),14467000
India,10,Bihar,2014,RAW COAL,OTHER,665000
India,8,Rajasthan,2014,LIGNITE,OTHER,571000
India,10,Bihar,2018,RAW COAL,METALLURGICAL USE- COKERIES,5000
India,8,Rajasthan,2014,RAW COAL,TEXTILES & RAYONS,35000
India,10,Bihar,2019,WASHED COAL,POWER (UTILITY),112000
India,8,Rajasthan,2015,LIGNITE,OTHER,660000
India,17,Meghalaya,2013,RAW COAL,OTHER,5640000
India,8,Rajasthan,2015,RAW COAL,FERTILISERS,282000
India,17,Meghalaya,2018,RAW COAL,CEMENT,55000
India,8,Rajasthan,2015,RAW COAL,POWER (CAPTIVE),1235000
India,17,Meghalaya,2018,RAW COAL,POWER (CAPTIVE),18000
India,8,Rajasthan,2015,RAW COAL,POWER (UTILITY),15768000
India,18,Assam,2016,RAW COAL,CEMENT,22000
India,8,Rajasthan,2015,WASHED COAL,POWER (UTILITY),31000
India,18,Assam,2017,RAW COAL,OTHER,150000
India,8,Rajasthan,2016,LIGNITE,POWER (UTILITY),7669000
India,18,Assam,2018,RAW COAL,POWER (UTILITY),823000
India,8,Rajasthan,2016,LIGNITE,TEXTILES & RAYONS,4000
India,18,Assam,2019,WASHED COAL,POWER (UTILITY),7000
India,8,Rajasthan,2016,WASHED COAL,POWER (UTILITY),61000
India,19,West Bengal,2011,RAW COAL,POWER (UTILITY),36853000
India,8,Rajasthan,2017,LIGNITE,CHEMICAL,2000
India,19,West Bengal,2011,WASHED COAL,METALLURGICAL USE- COKERIES,1986000
India,8,Rajasthan,2017,LIGNITE,POWER (CAPTIVE),6483000
India,19,West Bengal,2012,MIDDLINGS,STEEL (BOILERS),176000
India,8,Rajasthan,2018,LIGNITE,POWER (UTILITY),1584000
India,19,West Bengal,2012,RAW COAL,CEMENT,18000
India,8,Rajasthan,2018,RAW COAL,FERTILISERS,271000
India,19,West Bengal,2012,RAW COAL,METALLURGICAL USE- COKERIES,89000
India,8,Rajasthan,2019,RAW COAL,POWER (CAPTIVE),474000
India,19,West Bengal,2012,RAW COAL,POWER (CAPTIVE),362000
India,8,Rajasthan,2020,RAW COAL,OTHER,510000
India,19,West Bengal,2013,MIDDLINGS,POWER (CAPTIVE),651000
India,9,Uttar Pradesh,2011,MIDDLINGS,OTHER,58000
India,19,West Bengal,2014,MIDDLINGS,POWER (UTILITY),135000
India,9,Uttar Pradesh,2012,RAW COAL,CEMENT,12000
India,19,West Bengal,2014,RAW COAL,POWER (CAPTIVE),4446000
India,9,Uttar Pradesh,2013,RAW COAL,POWER (UTILITY),51108000
India,19,West Bengal,2014,RAW COAL,TEXTILES & RAYONS,3000
India,9,Uttar Pradesh,2014,RAW COAL,FERTILISERS,248000
India,19,West Bengal,2015,MIDDLINGS,SPONGE IRON,64000
India,9,Uttar Pradesh,2016,RAW COAL,CEMENT,210000
India,19,West Bengal,2015,RAW COAL,PULP & PAPER,57000
India,9,Uttar Pradesh,2016,RAW COAL,FERTILISERS,239000
India,19,West Bengal,2015,WASHED COAL,POWER (UTILITY),98000
India,9,Uttar Pradesh,2016,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),246000
India,19,West Bengal,2016,MIDDLINGS,OTHER,8000
India,9,Uttar Pradesh,2017,RAW COAL,CEMENT,37000
India,19,West Bengal,2016,MIDDLINGS,STEEL (BOILERS),324000
India,9,Uttar Pradesh,2017,RAW COAL,OTHER,11092000
India,19,West Bengal,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,219000
India,9,Uttar Pradesh,2019,RAW COAL,CEMENT,141000
India,19,West Bengal,2017,RAW COAL,OTHER,2176000
India,9,Uttar Pradesh,2020,RAW COAL,POWER (CAPTIVE),79342000
India,19,West Bengal,2017,RAW COAL,POWER (CAPTIVE),117000
India,10,Bihar,2011,RAW COAL,CHEMICAL,13000
India,19,West Bengal,2017,RAW COAL,PULP & PAPER,14000
India,10,Bihar,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2000
India,19,West Bengal,2017,RAW COAL,SPONGE IRON,469000
India,10,Bihar,2011,RAW COAL,POWER (UTILITY),10513000
India,19,West Bengal,2018,RAW COAL,CEMENT,3000
India,10,Bihar,2013,RAW COAL,CHEMICAL,10000
India,19,West Bengal,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,221000
India,10,Bihar,2016,RAW COAL,CHEMICAL,6000
India,19,West Bengal,2020,RAW COAL,PULP & PAPER,14000
India,10,Bihar,2020,RAW COAL,POWER (CAPTIVE),21183000
India,20,Jharkhand,2011,RAW COAL,POWER (CAPTIVE),1495000
India,17,Meghalaya,2011,RAW COAL,CEMENT,40000
India,20,Jharkhand,2011,WASHED COAL,METALLURGICAL USE- COKERIES,3041000
India,17,Meghalaya,2012,RAW COAL,CEMENT,10000
India,20,Jharkhand,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,4000
India,17,Meghalaya,2015,RAW COAL,OTHER,2524000
India,20,Jharkhand,2014,RAW COAL,COLLIERY OWN - CONSUMPTION,10000
India,17,Meghalaya,2018,RAW COAL,OTHER,1588000
India,20,Jharkhand,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,76000
India,19,West Bengal,2012,RAW COAL,OTHER,4261000
India,20,Jharkhand,2015,MIDDLINGS,POWER (CAPTIVE),1219000
India,19,West Bengal,2013,RAW COAL,BRICKS,42000
India,20,Jharkhand,2015,RAW COAL,CHEMICAL,5000
India,19,West Bengal,2013,RAW COAL,COLLIERY OWN - CONSUMPTION,1000
India,20,Jharkhand,2016,MIDDLINGS,OTHER,1000
India,19,West Bengal,2013,RAW COAL,OTHER,3427000
India,20,Jharkhand,2016,RAW COAL,CEMENT,53000
India,19,West Bengal,2013,RAW COAL,SPONGE IRON,1318000
India,20,Jharkhand,2017,RAW COAL,SPONGE IRON,420000
India,19,West Bengal,2013,WASHED COAL,METALLURGICAL USE- COKERIES,513000
India,20,Jharkhand,2018,MIDDLINGS,STEEL (BOILERS),389000
India,19,West Bengal,2014,MIDDLINGS,METALLURGICAL USE- COKERIES,1000
India,20,Jharkhand,2018,RAW COAL,POWER (CAPTIVE),3606000
India,19,West Bengal,2014,WASHED COAL,METALLURGICAL USE- COKERIES,751000
India,20,Jharkhand,2018,WASHED COAL,METALLURGICAL USE- DIRECT FEED,268000
India,19,West Bengal,2015,RAW COAL,METALLURGICAL USE- COKERIES,20000
India,20,Jharkhand,2020,WASHED COAL,COKERIES,1526000
India,19,West Bengal,2015,RAW COAL,OTHER,2049000
India,20,Jharkhand,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,179000
India,19,West Bengal,2015,RAW COAL,POWER (CAPTIVE),7270000
India,21,Odisha,2011,RAW COAL,CEMENT,337000
India,19,West Bengal,2015,WASHED COAL,METALLURGICAL USE- COKERIES,410000
India,21,Odisha,2011,RAW COAL,METALLURGICAL USE- DIRECT FEED,39000
India,19,West Bengal,2016,RAW COAL,BRICKS,10000
India,21,Odisha,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,111000
India,19,West Bengal,2016,RAW COAL,CEMENT,7000
India,21,Odisha,2012,RAW COAL,SPONGE IRON,684000
India,19,West Bengal,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,39000
India,21,Odisha,2013,RAW COAL,POWER (UTILITY),25659000
India,19,West Bengal,2016,RAW COAL,POWER (UTILITY),43593000
India,21,Odisha,2013,RAW COAL,SPONGE IRON,3666000
India,19,West Bengal,2016,RAW COAL,PULP & PAPER,73000
India,21,Odisha,2014,RAW COAL,FERTILISERS,37000
India,19,West Bengal,2017,RAW COAL,BRICKS,12000
India,21,Odisha,2014,RAW COAL,PULP & PAPER,95000
India,19,West Bengal,2017,RAW COAL,METALLURGICAL USE- DIRECT FEED,91000
India,21,Odisha,2015,MIDDLINGS,POWER (CAPTIVE),259000
India,19,West Bengal,2018,MIDDLINGS,POWER (UTILITY),108000
India,21,Odisha,2015,RAW COAL,FERTILISERS,24000
India,19,West Bengal,2018,RAW COAL,BRICKS,10000
India,21,Odisha,2016,RAW COAL,PULP & PAPER,24000
India,19,West Bengal,2018,RAW COAL,POWER (CAPTIVE),189000
India,21,Odisha,2017,RAW COAL,CEMENT,258000
India,19,West Bengal,2019,RAW COAL,BRICKS,12000
India,21,Odisha,2017,WASHED COAL,POWER (UTILITY),86000
India,19,West Bengal,2019,RAW COAL,OTHER,2023000
India,21,Odisha,2018,MIDDLINGS,POWER (CAPTIVE),73000
India,19,West Bengal,2019,RAW COAL,POWER (UTILITY),49133000
India,21,Odisha,2018,RAW COAL,CEMENT,186000
India,19,West Bengal,2019,RAW COAL,SPONGE IRON,773000
India,21,Odisha,2018,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),371000
India,19,West Bengal,2019,WASHED COAL,OTHER,84000
India,21,Odisha,2018,WASHED COAL,METALLURGICAL USE- COKERIES,642000
India,19,West Bengal,2020,WASHED COAL,POWER (CAPTIVE),1029000
India,21,Odisha,2018,WASHED COAL,POWER (UTILITY),4000
India,20,Jharkhand,2012,WASHED COAL,POWER (UTILITY),1658000
India,21,Odisha,2019,MIDDLINGS,STEEL (BOILERS),30000
India,20,Jharkhand,2013,MIDDLINGS,POWER (CAPTIVE),1244000
India,21,Odisha,2020,MIDDLINGS,POWER (CAPTIVE),162000
India,20,Jharkhand,2013,RAW COAL,CEMENT,106000
India,21,Odisha,2020,RAW COAL,CEMENT,206000
India,20,Jharkhand,2013,RAW COAL,METALLURGICAL USE- COKERIES,473000
India,21,Odisha,2020,RAW COAL,POWER (CAPTIVE),58744000
India,20,Jharkhand,2014,MIDDLINGS,POWER (CAPTIVE),1222000
India,22,Chhattisgarh,2011,MIDDLINGS,METALLURGICAL USE- COKERIES,30000
India,20,Jharkhand,2015,MIDDLINGS,POWER (UTILITY),1935000
India,22,Chhattisgarh,2011,MIDDLINGS,POWER (UTILITY),741000
India,20,Jharkhand,2015,RAW COAL,COLLIERY OWN - CONSUMPTION,10000
India,22,Chhattisgarh,2011,RAW COAL,POWER (CAPTIVE),11644000
India,20,Jharkhand,2015,RAW COAL,POWER (CAPTIVE),1617000
India,22,Chhattisgarh,2011,RAW COAL,SPONGE IRON,6758000
India,20,Jharkhand,2015,WASHED COAL,POWER (CAPTIVE),505000
India,22,Chhattisgarh,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,425000
India,20,Jharkhand,2015,WASHED COAL,POWER (UTILITY),300000
India,22,Chhattisgarh,2012,RAW COAL,PULP & PAPER,25000
India,20,Jharkhand,2016,RAW COAL,BRICKS,41000
India,22,Chhattisgarh,2013,RAW COAL,POWER (CAPTIVE),11093000
India,20,Jharkhand,2016,RAW COAL,SPONGE IRON,497000
India,22,Chhattisgarh,2013,RAW COAL,PULP & PAPER,22000
India,20,Jharkhand,2017,RAW COAL,CHEMICAL,3000
India,22,Chhattisgarh,2013,RAW COAL,STEEL (BOILERS),177000
India,20,Jharkhand,2017,RAW COAL,POWER (CAPTIVE),1653000
India,22,Chhattisgarh,2014,RAW COAL,OTHER,249000
India,20,Jharkhand,2017,WASHED COAL,METALLURGICAL USE- DIRECT FEED,275000
India,22,Chhattisgarh,2015,RAW COAL,SPONGE IRON,5154000
India,20,Jharkhand,2018,RAW COAL,SPONGE IRON,338000
India,22,Chhattisgarh,2016,MIDDLINGS,STEEL (BOILERS),9000
India,20,Jharkhand,2019,MIDDLINGS,OTHER,470000
India,22,Chhattisgarh,2016,RAW COAL,PULP & PAPER,14000
India,20,Jharkhand,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,19000
India,22,Chhattisgarh,2017,RAW COAL,CEMENT,1339000
India,20,Jharkhand,2019,RAW COAL,STEEL (BOILERS),248000
India,22,Chhattisgarh,2017,RAW COAL,OTHER,6408000
India,20,Jharkhand,2020,RAW COAL,CEMENT,80000
India,22,Chhattisgarh,2017,RAW COAL,POWER (UTILITY),58115000
India,20,Jharkhand,2020,RAW COAL,COKERIES,513000
India,22,Chhattisgarh,2017,RAW COAL,PULP & PAPER,17000
India,21,Odisha,2011,RAW COAL,POWER (UTILITY),21162000
India,22,Chhattisgarh,2017,WASHED COAL,METALLURGICAL USE- DIRECT FEED,351000
India,21,Odisha,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,19000
India,22,Chhattisgarh,2018,WASHED COAL,METALLURGICAL USE- COKERIES,133000
India,21,Odisha,2015,RAW COAL,CEMENT,461000
India,22,Chhattisgarh,2019,WASHED COAL,OTHER,167000
India,21,Odisha,2016,RAW COAL,POWER (UTILITY),27974000
India,22,Chhattisgarh,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,75000
India,21,Odisha,2017,MIDDLINGS,POWER (CAPTIVE),233000
India,23,Madhya Pradesh,2011,RAW COAL,METALLURGICAL USE- COKERIES,37000
India,21,Odisha,2018,RAW COAL,FERTILISERS,52000
India,23,Madhya Pradesh,2011,RAW COAL,OTHER,3084000
India,21,Odisha,2019,MIDDLINGS,OTHER,81000
India,23,Madhya Pradesh,2012,RAW COAL,POWER (UTILITY),30543000
India,21,Odisha,2019,RAW COAL,FERTILISERS,53000
India,23,Madhya Pradesh,2013,WASHED COAL,POWER (UTILITY),250000
India,21,Odisha,2019,RAW COAL,POWER (CAPTIVE),23993000
India,23,Madhya Pradesh,2014,RAW COAL,TEXTILES & RAYONS,40000
India,21,Odisha,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,2000
India,23,Madhya Pradesh,2015,RAW COAL,CHEMICAL,18000
India,22,Chhattisgarh,2012,MIDDLINGS,POWER (CAPTIVE),3574000
India,23,Madhya Pradesh,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,149000
India,22,Chhattisgarh,2012,RAW COAL,TEXTILES & RAYONS,47000
India,23,Madhya Pradesh,2015,RAW COAL,SPONGE IRON,64000
India,22,Chhattisgarh,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,530000
India,23,Madhya Pradesh,2015,RAW COAL,TEXTILES & RAYONS,31000
India,22,Chhattisgarh,2013,RAW COAL,SPONGE IRON,6722000
India,23,Madhya Pradesh,2015,WASHED COAL,CEMENT,88000
India,22,Chhattisgarh,2014,RAW COAL,POWER (CAPTIVE),8455000
India,23,Madhya Pradesh,2015,WASHED COAL,COLLIERY OWN - CONSUMPTION,1000
India,22,Chhattisgarh,2017,MIDDLINGS,POWER (CAPTIVE),1000
India,23,Madhya Pradesh,2016,RAW COAL,PULP & PAPER,151000
India,22,Chhattisgarh,2017,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),424000
India,23,Madhya Pradesh,2017,RAW COAL,SPONGE IRON,175000
India,22,Chhattisgarh,2018,RAW COAL,PULP & PAPER,17000
India,23,Madhya Pradesh,2017,WASHED COAL,POWER (UTILITY),83000
India,22,Chhattisgarh,2018,WASHED COAL,METALLURGICAL USE- DIRECT FEED,166000
India,23,Madhya Pradesh,2020,RAW COAL,CEMENT,1521000
India,22,Chhattisgarh,2019,RAW COAL,CEMENT,1875000
India,23,Madhya Pradesh,2020,RAW COAL,PULP & PAPER,1000
India,22,Chhattisgarh,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,5000
India,24,Gujarat,2011,RAW COAL,TEXTILES & RAYONS,23000
India,22,Chhattisgarh,2020,MIDDLINGS,POWER (CAPTIVE),82000
India,24,Gujarat,2012,LIGNITE,POWER (UTILITY),6174000
